GEOIDFQ,NAME,GEOTYPE,Open year,Fuel type,count
M010000US001,15-County Region,REGION15,2000,Biodiesel,0
M010000US001,15-County Region,REGION15,2001,Biodiesel,0
M010000US001,15-County Region,REGION15,2002,Biodiesel,0
M010000US001,15-County Region,REGION15,2003,Biodiesel,0
M010000US001,15-County Region,REGION15,2004,Biodiesel,0
M010000US001,15-County Region,REGION15,2005,Biodiesel,0
M010000US001,15-County Region,REGION15,2006,Biodiesel,0
M010000US001,15-County Region,REGION15,2007,Biodiesel,0
M010000US001,15-County Region,REGION15,2008,Biodiesel,0
M010000US001,15-County Region,REGION15,2009,Biodiesel,1
M010000US001,15-County Region,REGION15,2010,Biodiesel,0
M010000US001,15-County Region,REGION15,2011,Biodiesel,0
M010000US001,15-County Region,REGION15,2012,Biodiesel,0
M010000US001,15-County Region,REGION15,2013,Biodiesel,0
M010000US001,15-County Region,REGION15,2014,Biodiesel,0
M010000US001,15-County Region,REGION15,2015,Biodiesel,0
M010000US001,15-County Region,REGION15,2016,Biodiesel,0
M010000US001,15-County Region,REGION15,2017,Biodiesel,0
M010000US001,15-County Region,REGION15,2018,Biodiesel,0
M010000US001,15-County Region,REGION15,2019,Biodiesel,0
M010000US001,15-County Region,REGION15,2020,Biodiesel,0
M010000US001,15-County Region,REGION15,2021,Biodiesel,0
M010000US001,15-County Region,REGION15,2022,Biodiesel,0
M010000US001,15-County Region,REGION15,2023,Biodiesel,0
M010000US001,15-County Region,REGION15,2024,Biodiesel,0
M010000US001,15-County Region,REGION15,2025,Biodiesel,0
M010000US001,15-County Region,REGION15,2000,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2001,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2002,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2003,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2004,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2005,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2006,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2007,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2008,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2009,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2010,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2011,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2012,Compressed Natural Gas (CNG),3
M010000US001,15-County Region,REGION15,2013,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2014,Compressed Natural Gas (CNG),2
M010000US001,15-County Region,REGION15,2015,Compressed Natural Gas (CNG),3
M010000US001,15-County Region,REGION15,2016,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2017,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2018,Compressed Natural Gas (CNG),1
M010000US001,15-County Region,REGION15,2019,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2020,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2021,Compressed Natural Gas (CNG),1
M010000US001,15-County Region,REGION15,2022,Compressed Natural Gas (CNG),1
M010000US001,15-County Region,REGION15,2023,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2024,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2025,Compressed Natural Gas (CNG),0
M010000US001,15-County Region,REGION15,2000,Ethanol (E85),0
M010000US001,15-County Region,REGION15,2001,Ethanol (E85),0
M010000US001,15-County Region,REGION15,2002,Ethanol (E85),0
M010000US001,15-County Region,REGION15,2003,Ethanol (E85),0
M010000US001,15-County Region,REGION15,2004,Ethanol (E85),0
M010000US001,15-County Region,REGION15,2005,Ethanol (E85),0
M010000US001,15-County Region,REGION15,2006,Ethanol (E85),1
M010000US001,15-County Region,REGION15,2007,Ethanol (E85),1
M010000US001,15-County Region,REGION15,2008,Ethanol (E85),4
M010000US001,15-County Region,REGION15,2009,Ethanol (E85),1
M010000US001,15-County Region,REGION15,2010,Ethanol (E85),0
M010000US001,15-County Region,REGION15,2011,Ethanol (E85),8
M010000US001,15-County Region,REGION15,2012,Ethanol (E85),0
M010000US001,15-County Region,REGION15,2013,Ethanol (E85),3
M010000US001,15-County Region,REGION15,2014,Ethanol (E85),6
M010000US001,15-County Region,REGION15,2015,Ethanol (E85),2
M010000US001,15-County Region,REGION15,2016,Ethanol (E85),1
M010000US001,15-County Region,REGION15,2017,Ethanol (E85),3
M010000US001,15-County Region,REGION15,2018,Ethanol (E85),0
M010000US001,15-County Region,REGION15,2019,Ethanol (E85),0
M010000US001,15-County Region,REGION15,2020,Ethanol (E85),2
M010000US001,15-County Region,REGION15,2021,Ethanol (E85),2
M010000US001,15-County Region,REGION15,2022,Ethanol (E85),11
M010000US001,15-County Region,REGION15,2023,Ethanol (E85),1
M010000US001,15-County Region,REGION15,2024,Ethanol (E85),26
M010000US001,15-County Region,REGION15,2025,Ethanol (E85),2
M010000US001,15-County Region,REGION15,2000,Electric,0
M010000US001,15-County Region,REGION15,2001,Electric,0
M010000US001,15-County Region,REGION15,2002,Electric,0
M010000US001,15-County Region,REGION15,2003,Electric,0
M010000US001,15-County Region,REGION15,2004,Electric,0
M010000US001,15-County Region,REGION15,2005,Electric,0
M010000US001,15-County Region,REGION15,2006,Electric,0
M010000US001,15-County Region,REGION15,2007,Electric,0
M010000US001,15-County Region,REGION15,2008,Electric,0
M010000US001,15-County Region,REGION15,2009,Electric,0
M010000US001,15-County Region,REGION15,2010,Electric,0
M010000US001,15-County Region,REGION15,2011,Electric,3
M010000US001,15-County Region,REGION15,2012,Electric,4
M010000US001,15-County Region,REGION15,2013,Electric,1
M010000US001,15-County Region,REGION15,2014,Electric,1
M010000US001,15-County Region,REGION15,2015,Electric,11
M010000US001,15-County Region,REGION15,2016,Electric,10
M010000US001,15-County Region,REGION15,2017,Electric,20
M010000US001,15-County Region,REGION15,2018,Electric,17
M010000US001,15-County Region,REGION15,2019,Electric,58
M010000US001,15-County Region,REGION15,2020,Electric,46
M010000US001,15-County Region,REGION15,2021,Electric,121
M010000US001,15-County Region,REGION15,2022,Electric,90
M010000US001,15-County Region,REGION15,2023,Electric,93
M010000US001,15-County Region,REGION15,2024,Electric,102
M010000US001,15-County Region,REGION15,2025,Electric,96
M010000US001,15-County Region,REGION15,2000,Hydrogen,0
M010000US001,15-County Region,REGION15,2001,Hydrogen,0
M010000US001,15-County Region,REGION15,2002,Hydrogen,0
M010000US001,15-County Region,REGION15,2003,Hydrogen,0
M010000US001,15-County Region,REGION15,2004,Hydrogen,0
M010000US001,15-County Region,REGION15,2005,Hydrogen,0
M010000US001,15-County Region,REGION15,2006,Hydrogen,0
M010000US001,15-County Region,REGION15,2007,Hydrogen,0
M010000US001,15-County Region,REGION15,2008,Hydrogen,0
M010000US001,15-County Region,REGION15,2009,Hydrogen,0
M010000US001,15-County Region,REGION15,2010,Hydrogen,0
M010000US001,15-County Region,REGION15,2011,Hydrogen,0
M010000US001,15-County Region,REGION15,2012,Hydrogen,0
M010000US001,15-County Region,REGION15,2013,Hydrogen,0
M010000US001,15-County Region,REGION15,2014,Hydrogen,0
M010000US001,15-County Region,REGION15,2015,Hydrogen,0
M010000US001,15-County Region,REGION15,2016,Hydrogen,0
M010000US001,15-County Region,REGION15,2017,Hydrogen,0
M010000US001,15-County Region,REGION15,2018,Hydrogen,0
M010000US001,15-County Region,REGION15,2019,Hydrogen,0
M010000US001,15-County Region,REGION15,2020,Hydrogen,0
M010000US001,15-County Region,REGION15,2021,Hydrogen,1
M010000US001,15-County Region,REGION15,2022,Hydrogen,0
M010000US001,15-County Region,REGION15,2023,Hydrogen,0
M010000US001,15-County Region,REGION15,2024,Hydrogen,1
M010000US001,15-County Region,REGION15,2025,Hydrogen,0
M010000US001,15-County Region,REGION15,2000,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2001,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2002,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2003,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2004,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2005,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2006,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2007,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2008,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2009,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2010,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2011,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2012,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2013,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2014,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2015,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2016,Liquefied Natural Gas (LNG),1
M010000US001,15-County Region,REGION15,2017,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2018,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2019,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2020,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2021,Liquefied Natural Gas (LNG),1
M010000US001,15-County Region,REGION15,2022,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2023,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2024,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2025,Liquefied Natural Gas (LNG),0
M010000US001,15-County Region,REGION15,2000,Propane (LPG),5
M010000US001,15-County Region,REGION15,2001,Propane (LPG),0
M010000US001,15-County Region,REGION15,2002,Propane (LPG),0
M010000US001,15-County Region,REGION15,2003,Propane (LPG),0
M010000US001,15-County Region,REGION15,2004,Propane (LPG),1
M010000US001,15-County Region,REGION15,2005,Propane (LPG),0
M010000US001,15-County Region,REGION15,2006,Propane (LPG),0
M010000US001,15-County Region,REGION15,2007,Propane (LPG),0
M010000US001,15-County Region,REGION15,2008,Propane (LPG),0
M010000US001,15-County Region,REGION15,2009,Propane (LPG),0
M010000US001,15-County Region,REGION15,2010,Propane (LPG),0
M010000US001,15-County Region,REGION15,2011,Propane (LPG),3
M010000US001,15-County Region,REGION15,2012,Propane (LPG),2
M010000US001,15-County Region,REGION15,2013,Propane (LPG),1
M010000US001,15-County Region,REGION15,2014,Propane (LPG),1
M010000US001,15-County Region,REGION15,2015,Propane (LPG),4
M010000US001,15-County Region,REGION15,2016,Propane (LPG),0
M010000US001,15-County Region,REGION15,2017,Propane (LPG),1
M010000US001,15-County Region,REGION15,2018,Propane (LPG),0
M010000US001,15-County Region,REGION15,2019,Propane (LPG),0
M010000US001,15-County Region,REGION15,2020,Propane (LPG),0
M010000US001,15-County Region,REGION15,2021,Propane (LPG),0
M010000US001,15-County Region,REGION15,2022,Propane (LPG),0
M010000US001,15-County Region,REGION15,2023,Propane (LPG),1
M010000US001,15-County Region,REGION15,2024,Propane (LPG),0
M010000US001,15-County Region,REGION15,2025,Propane (LPG),1
0500000US39041,Delaware County,COUNTY,2000,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2001,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2002,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2003,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2004,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2005,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2006,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2007,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2008,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2009,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2010,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2011,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2012,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2013,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2014,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2015,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2016,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2017,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2018,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2019,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2020,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2021,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2022,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2023,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2024,Biodiesel,0
0500000US39041,Delaware County,COUNTY,2025,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2000,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2001,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2002,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2003,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2004,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2005,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2006,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2007,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2008,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2009,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2010,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2011,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2012,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2013,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2014,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2015,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2016,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2017,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2018,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2019,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2020,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2021,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2022,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2023,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2024,Biodiesel,0
0500000US39045,Fairfield County,COUNTY,2025,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2000,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2001,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2002,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2003,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2004,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2005,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2006,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2007,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2008,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2009,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2010,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2011,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2012,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2013,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2014,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2015,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2016,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2017,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2018,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2019,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2020,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2021,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2022,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2023,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2024,Biodiesel,0
0500000US39047,Fayette County,COUNTY,2025,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2000,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2001,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2002,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2003,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2004,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2005,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2006,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2007,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2008,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2009,Biodiesel,1
0500000US39049,Franklin County,COUNTY,2010,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2011,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2012,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2013,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2014,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2015,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2016,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2017,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2018,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2019,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2020,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2021,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2022,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2023,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2024,Biodiesel,0
0500000US39049,Franklin County,COUNTY,2025,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2000,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2001,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2002,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2003,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2004,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2005,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2006,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2007,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2008,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2009,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2010,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2011,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2012,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2013,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2014,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2015,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2016,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2017,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2018,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2019,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2020,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2021,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2022,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2023,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2024,Biodiesel,0
0500000US39073,Hocking County,COUNTY,2025,Biodiesel,0
0500000US39083,Knox County,COUNTY,2000,Biodiesel,0
0500000US39083,Knox County,COUNTY,2001,Biodiesel,0
0500000US39083,Knox County,COUNTY,2002,Biodiesel,0
0500000US39083,Knox County,COUNTY,2003,Biodiesel,0
0500000US39083,Knox County,COUNTY,2004,Biodiesel,0
0500000US39083,Knox County,COUNTY,2005,Biodiesel,0
0500000US39083,Knox County,COUNTY,2006,Biodiesel,0
0500000US39083,Knox County,COUNTY,2007,Biodiesel,0
0500000US39083,Knox County,COUNTY,2008,Biodiesel,0
0500000US39083,Knox County,COUNTY,2009,Biodiesel,0
0500000US39083,Knox County,COUNTY,2010,Biodiesel,0
0500000US39083,Knox County,COUNTY,2011,Biodiesel,0
0500000US39083,Knox County,COUNTY,2012,Biodiesel,0
0500000US39083,Knox County,COUNTY,2013,Biodiesel,0
0500000US39083,Knox County,COUNTY,2014,Biodiesel,0
0500000US39083,Knox County,COUNTY,2015,Biodiesel,0
0500000US39083,Knox County,COUNTY,2016,Biodiesel,0
0500000US39083,Knox County,COUNTY,2017,Biodiesel,0
0500000US39083,Knox County,COUNTY,2018,Biodiesel,0
0500000US39083,Knox County,COUNTY,2019,Biodiesel,0
0500000US39083,Knox County,COUNTY,2020,Biodiesel,0
0500000US39083,Knox County,COUNTY,2021,Biodiesel,0
0500000US39083,Knox County,COUNTY,2022,Biodiesel,0
0500000US39083,Knox County,COUNTY,2023,Biodiesel,0
0500000US39083,Knox County,COUNTY,2024,Biodiesel,0
0500000US39083,Knox County,COUNTY,2025,Biodiesel,0
0500000US39089,Licking County,COUNTY,2000,Biodiesel,0
0500000US39089,Licking County,COUNTY,2001,Biodiesel,0
0500000US39089,Licking County,COUNTY,2002,Biodiesel,0
0500000US39089,Licking County,COUNTY,2003,Biodiesel,0
0500000US39089,Licking County,COUNTY,2004,Biodiesel,0
0500000US39089,Licking County,COUNTY,2005,Biodiesel,0
0500000US39089,Licking County,COUNTY,2006,Biodiesel,0
0500000US39089,Licking County,COUNTY,2007,Biodiesel,0
0500000US39089,Licking County,COUNTY,2008,Biodiesel,0
0500000US39089,Licking County,COUNTY,2009,Biodiesel,0
0500000US39089,Licking County,COUNTY,2010,Biodiesel,0
0500000US39089,Licking County,COUNTY,2011,Biodiesel,0
0500000US39089,Licking County,COUNTY,2012,Biodiesel,0
0500000US39089,Licking County,COUNTY,2013,Biodiesel,0
0500000US39089,Licking County,COUNTY,2014,Biodiesel,0
0500000US39089,Licking County,COUNTY,2015,Biodiesel,0
0500000US39089,Licking County,COUNTY,2016,Biodiesel,0
0500000US39089,Licking County,COUNTY,2017,Biodiesel,0
0500000US39089,Licking County,COUNTY,2018,Biodiesel,0
0500000US39089,Licking County,COUNTY,2019,Biodiesel,0
0500000US39089,Licking County,COUNTY,2020,Biodiesel,0
0500000US39089,Licking County,COUNTY,2021,Biodiesel,0
0500000US39089,Licking County,COUNTY,2022,Biodiesel,0
0500000US39089,Licking County,COUNTY,2023,Biodiesel,0
0500000US39089,Licking County,COUNTY,2024,Biodiesel,0
0500000US39089,Licking County,COUNTY,2025,Biodiesel,0
0500000US39091,Logan County,COUNTY,2000,Biodiesel,0
0500000US39091,Logan County,COUNTY,2001,Biodiesel,0
0500000US39091,Logan County,COUNTY,2002,Biodiesel,0
0500000US39091,Logan County,COUNTY,2003,Biodiesel,0
0500000US39091,Logan County,COUNTY,2004,Biodiesel,0
0500000US39091,Logan County,COUNTY,2005,Biodiesel,0
0500000US39091,Logan County,COUNTY,2006,Biodiesel,0
0500000US39091,Logan County,COUNTY,2007,Biodiesel,0
0500000US39091,Logan County,COUNTY,2008,Biodiesel,0
0500000US39091,Logan County,COUNTY,2009,Biodiesel,0
0500000US39091,Logan County,COUNTY,2010,Biodiesel,0
0500000US39091,Logan County,COUNTY,2011,Biodiesel,0
0500000US39091,Logan County,COUNTY,2012,Biodiesel,0
0500000US39091,Logan County,COUNTY,2013,Biodiesel,0
0500000US39091,Logan County,COUNTY,2014,Biodiesel,0
0500000US39091,Logan County,COUNTY,2015,Biodiesel,0
0500000US39091,Logan County,COUNTY,2016,Biodiesel,0
0500000US39091,Logan County,COUNTY,2017,Biodiesel,0
0500000US39091,Logan County,COUNTY,2018,Biodiesel,0
0500000US39091,Logan County,COUNTY,2019,Biodiesel,0
0500000US39091,Logan County,COUNTY,2020,Biodiesel,0
0500000US39091,Logan County,COUNTY,2021,Biodiesel,0
0500000US39091,Logan County,COUNTY,2022,Biodiesel,0
0500000US39091,Logan County,COUNTY,2023,Biodiesel,0
0500000US39091,Logan County,COUNTY,2024,Biodiesel,0
0500000US39091,Logan County,COUNTY,2025,Biodiesel,0
0500000US39097,Madison County,COUNTY,2000,Biodiesel,0
0500000US39097,Madison County,COUNTY,2001,Biodiesel,0
0500000US39097,Madison County,COUNTY,2002,Biodiesel,0
0500000US39097,Madison County,COUNTY,2003,Biodiesel,0
0500000US39097,Madison County,COUNTY,2004,Biodiesel,0
0500000US39097,Madison County,COUNTY,2005,Biodiesel,0
0500000US39097,Madison County,COUNTY,2006,Biodiesel,0
0500000US39097,Madison County,COUNTY,2007,Biodiesel,0
0500000US39097,Madison County,COUNTY,2008,Biodiesel,0
0500000US39097,Madison County,COUNTY,2009,Biodiesel,0
0500000US39097,Madison County,COUNTY,2010,Biodiesel,0
0500000US39097,Madison County,COUNTY,2011,Biodiesel,0
0500000US39097,Madison County,COUNTY,2012,Biodiesel,0
0500000US39097,Madison County,COUNTY,2013,Biodiesel,0
0500000US39097,Madison County,COUNTY,2014,Biodiesel,0
0500000US39097,Madison County,COUNTY,2015,Biodiesel,0
0500000US39097,Madison County,COUNTY,2016,Biodiesel,0
0500000US39097,Madison County,COUNTY,2017,Biodiesel,0
0500000US39097,Madison County,COUNTY,2018,Biodiesel,0
0500000US39097,Madison County,COUNTY,2019,Biodiesel,0
0500000US39097,Madison County,COUNTY,2020,Biodiesel,0
0500000US39097,Madison County,COUNTY,2021,Biodiesel,0
0500000US39097,Madison County,COUNTY,2022,Biodiesel,0
0500000US39097,Madison County,COUNTY,2023,Biodiesel,0
0500000US39097,Madison County,COUNTY,2024,Biodiesel,0
0500000US39097,Madison County,COUNTY,2025,Biodiesel,0
0500000US39101,Marion County,COUNTY,2000,Biodiesel,0
0500000US39101,Marion County,COUNTY,2001,Biodiesel,0
0500000US39101,Marion County,COUNTY,2002,Biodiesel,0
0500000US39101,Marion County,COUNTY,2003,Biodiesel,0
0500000US39101,Marion County,COUNTY,2004,Biodiesel,0
0500000US39101,Marion County,COUNTY,2005,Biodiesel,0
0500000US39101,Marion County,COUNTY,2006,Biodiesel,0
0500000US39101,Marion County,COUNTY,2007,Biodiesel,0
0500000US39101,Marion County,COUNTY,2008,Biodiesel,0
0500000US39101,Marion County,COUNTY,2009,Biodiesel,0
0500000US39101,Marion County,COUNTY,2010,Biodiesel,0
0500000US39101,Marion County,COUNTY,2011,Biodiesel,0
0500000US39101,Marion County,COUNTY,2012,Biodiesel,0
0500000US39101,Marion County,COUNTY,2013,Biodiesel,0
0500000US39101,Marion County,COUNTY,2014,Biodiesel,0
0500000US39101,Marion County,COUNTY,2015,Biodiesel,0
0500000US39101,Marion County,COUNTY,2016,Biodiesel,0
0500000US39101,Marion County,COUNTY,2017,Biodiesel,0
0500000US39101,Marion County,COUNTY,2018,Biodiesel,0
0500000US39101,Marion County,COUNTY,2019,Biodiesel,0
0500000US39101,Marion County,COUNTY,2020,Biodiesel,0
0500000US39101,Marion County,COUNTY,2021,Biodiesel,0
0500000US39101,Marion County,COUNTY,2022,Biodiesel,0
0500000US39101,Marion County,COUNTY,2023,Biodiesel,0
0500000US39101,Marion County,COUNTY,2024,Biodiesel,0
0500000US39101,Marion County,COUNTY,2025,Biodiesel,0
0500000US39117,Morrow County,COUNTY,2000,Biodiesel,0
0500000US39117,Morrow County,COUNTY,2001,Biodiesel,0
0500000US39117,Morrow County,COUNTY,2002,Biodiesel,0
0500000US39117,Morrow County,COUNTY,2003,Biodiesel,0
0500000US39117,Morrow County,COUNTY,2004,Biodiesel,0
0500000US39117,Morrow County,COUNTY,2005,Biodiesel,0
0500000US39117,Morrow County,COUNTY,2006,Biodiesel,0
0500000US39117,Morrow County,COUNTY,2007,Biodiesel,0
0500000US39117,Morrow County,COUNTY,2008,Biodiesel,0
